county,percentage w internet,matched edu,matched population,matched temp,matched humidity,matched emissions
"Muskogee County, Oklahoma",63.2,13.6,66339,49.8,63.5,48
"Noble County, Oklahoma",72.1,15.4,10924,47.3,63.5,48
"Nowata County, Oklahoma",62,10.4,9320,46.3,63.5,48
"Okfuskee County, Oklahoma",57.3,8.3,11310,48.6,63.5,48
"Oklahoma County, Oklahoma",74,21.6,796292,47.4,63.5,48
"Okmulgee County, Oklahoma",58,9.9,36706,49,63.5,48
"Osage County, Oklahoma",67.5,14.1,45818,46.3,63.5,48
"Ottawa County, Oklahoma",60.9,10.3,30285,47,63.5,48
"Pawnee County, Oklahoma",63.5,12.8,15553,47.4,63.5,48
"Payne County, Oklahoma",78.5,20.5,81646,47.8,63.5,48
"Pittsburg County, Oklahoma",62.9,12.9,43773,49.2,63.5,48
"Pontotoc County, Oklahoma",66.2,18.8,38065,48.2,63.5,48
"Pottawatomie County, Oklahoma",66.8,12.9,72454,47.7,63.5,48
"Pushmataha County, Oklahoma",53.6,10.7,10812,50.3,63.5,48
"Roger Mills County, Oklahoma",65.1,12.6,3442,44.1,63.5,48
"Rogers County, Oklahoma",77.6,16,95240,47.5,63.5,48
"Seminole County, Oklahoma",55.3,10,23556,48,63.5,48
"Sequoyah County, Oklahoma",57.6,9.9,39281,49.8,63.5,48
"Stephens County, Oklahoma",65.9,13,42848,48.5,63.5,48
"Texas County, Oklahoma",63.5,15.3,21384,41.8,63.5,48
"Tillman County, Oklahoma",57.5,11.8,6968,49.5,63.5,48
"Tulsa County, Oklahoma",75.6,20.5,669279,48,63.5,48
"Wagoner County, Oklahoma",77.6,16.1,80981,49,63.5,48
"Washington County, Oklahoma",72.6,19.4,52455,46.1,63.5,48
"Washita County, Oklahoma",69,14,10924,44.7,63.5,48
"Woods County, Oklahoma",72.5,18.9,8624,44.7,63.5,48
"Woodward County, Oklahoma",64.8,13,20470,44.5,63.5,48
"Baker County, Oregon",77.2,18,16668,29.2,72,13
"Benton County, Oregon",90.4,31.4,95184,41.2,72,13
"Clackamas County, Oregon",86.5,26.6,421401,37.5,72,13
"Clatsop County, Oregon",80.7,16.9,41072,41.3,72,13
"Columbia County, Oregon",79.5,12.9,52589,40,72,13
"Coos County, Oregon",72.9,14.7,64929,44.6,72,13
"Crook County, Oregon",79.2,13.5,24738,30.5,72,13
"Curry County, Oregon",78.1,18.7,23446,44.5,72,13
"Deschutes County, Oregon",87.3,26.3,198253,29.7,72,13
"Douglas County, Oregon",74.5,13.5,111201,40.2,72,13
"Gilliam County, Oregon",80.1,15.8,1995,34.2,72,13
"Grant County, Oregon",73.4,16,7233,29.3,72,13
"Harney County, Oregon",79.1,11.7,7495,28.2,72,13
"Hood River County, Oregon",78.9,23,23977,32.6,72,13
"Jackson County, Oregon",81.1,20.3,223259,38.4,72,13
"Jefferson County, Oregon",74.7,14.5,24502,33.4,72,13
"Josephine County, Oregon",77.3,13.3,88090,40.3,72,13
"Klamath County, Oregon",72.6,14.5,69413,31,72,13
"Lake County, Oregon",67,14.3,8160,28.8,72,13
"Lane County, Oregon",83,21.7,382971,39.5,72,13
"Lincoln County, Oregon",80.6,21,50395,43.1,72,13
"Linn County, Oregon",78.8,13.4,128610,38.4,72,13
"Malheur County, Oregon",64.1,9.5,31571,30,72,13
"Marion County, Oregon",80,15.9,345920,38.7,72,13
"Morrow County, Oregon",71.3,5.4,12186,34.5,72,13
"Multnomah County, Oregon",85.3,33.9,815428,40.1,72,13
"Polk County, Oregon",83.8,19,87433,41,72,13
"Sherman County, Oregon",77.4,13.2,1870,33.5,72,13
"Tillamook County, Oregon",77.4,15.7,27390,41.2,72,13
"Umatilla County, Oregon",73.2,11.1,80075,34.1,72,13
"Union County, Oregon",76.2,16.3,26196,30.2,72,13
"Wallowa County, Oregon",76.5,19.8,7391,28,72,13
"Wasco County, Oregon",74.9,14.1,26670,33,72,13
"Washington County, Oregon",89.8,30.8,600372,40.6,72,13
"Wheeler County, Oregon",75.8,14.4,1451,32.3,72,13
"Yamhill County, Oregon",82.4,18.2,107722,41.4,72,13
"Adams County, Pennsylvania",77.1,15.9,103009,45.7,65.5,112
"Allegheny County, Pennsylvania",78,30.9,1216045,44.7,65.5,112
"Armstrong County, Pennsylvania",72,13.5,64735,42.4,65.5,112
"Beaver County, Pennsylvania",73.3,18.8,163929,42.5,65.5,112
"Bedford County, Pennsylvania",67.7,11.7,47888,43.3,65.5,112
"Berks County, Pennsylvania",75,17.6,421164,45.7,65.5,112
"Blair County, Pennsylvania",70.7,16.1,121829,42.3,65.5,112
"Bradford County, Pennsylvania",73.8,13.3,60323,40.6,65.5,112
"Bucks County, Pennsylvania",86.4,30.2,628270,46.4,65.5,112
"Butler County, Pennsylvania",79.9,26.8,187853,42.3,65.5,112
"Cambria County, Pennsylvania",68.2,15.9,130192,40.7,65.5,112
"Cameron County, Pennsylvania",67.9,7.7,4886,41.5,65.5,112
"Carbon County, Pennsylvania",72.4,13.2,64182,42.8,65.5,112
"Centre County, Pennsylvania",84.3,28.1,162385,42.1,65.5,112
"Chester County, Pennsylvania",87.1,36.8,524989,46.6,65.5,112
"Clarion County, Pennsylvania",73.1,15.8,38438,41.2,65.5,112
"Clearfield County, Pennsylvania",69.4,12.6,79255,40.8,65.5,112
"Clinton County, Pennsylvania",73,12.8,38632,42.2,65.5,112
"Columbia County, Pennsylvania",72.7,16.4,64964,42.9,65.5,112
"Crawford County, Pennsylvania",70.7,14.4,84629,41.8,65.5,112
"Cumberland County, Pennsylvania",82.1,26.1,253370,45.7,65.5,112
"Dauphin County, Pennsylvania",75.8,22.3,278299,45.7,65.5,112
"Delaware County, Pennsylvania",81.1,26.9,566747,48.7,65.5,112
"Elk County, Pennsylvania",73.9,13.5,31479,41.1,65.5,112
"Erie County, Pennsylvania",73.7,19.9,269728,42,65.5,112
"Fayette County, Pennsylvania",67.8,13.1,129274,43.2,65.5,112
"Forest County, Pennsylvania",63.7,7.9,7631,40.8,65.5,112
"Franklin County, Pennsylvania",76.7,15.6,155027,44.6,65.5,112
"Fulton County, Pennsylvania",69.2,10.8,14670,44.1,65.5,112
"Greene County, Pennsylvania",71.2,12.8,36233,43.9,65.5,112
"Huntingdon County, Pennsylvania",71.5,12.9,45144,43.8,65.5,112
"Indiana County, Pennsylvania",68.8,16.6,84073,41.8,65.5,112
"Jefferson County, Pennsylvania",69.4,11.6,43425,41.3,65.5,112
"Juniata County, Pennsylvania",64.8,10.6,24768,44.8,65.5,112
"Lackawanna County, Pennsylvania",73.7,20.4,209674,42.2,65.5,112
"Lancaster County, Pennsylvania",77.7,19.2,545724,45.8,65.5,112
"Lawrence County, Pennsylvania",70.9,16.2,85512,42.4,65.5,112
"Lebanon County, Pennsylvania",72.8,14.4,141793,45.6,65.5,112
"Lehigh County, Pennsylvania",77.4,20.9,369318,45.4,65.5,112
"Luzerne County, Pennsylvania",70.2,16.9,317417,42.1,65.5,112
"Lycoming County, Pennsylvania",73.3,16.7,113299,42,65.5,112
"McKean County, Pennsylvania",71.1,13.6,40625,41,65.5,112
"Mercer County, Pennsylvania",69.1,16.3,109424,42.4,65.5,112
"Mifflin County, Pennsylvania",64.8,9.3,46138,44.1,65.5,112
"Monroe County, Pennsylvania",82.4,17.9,170271,41.9,65.5,112
"Montgomery County, Pennsylvania",87,34.8,830915,47,65.5,112
"Montour County, Pennsylvania",72,23.6,18541,43.7,65.5,112
"Northampton County, Pennsylvania",79.3,22.3,305285,44.8,65.5,112
"Northumberland County, Pennsylvania",67.7,13.1,90843,44.1,65.5,112
"Perry County, Pennsylvania",76,13.1,46272,45.3,65.5,112
"Philadelphia County, Pennsylvania",70.9,21.3,1584064,48.7,65.5,112
"Pike County, Pennsylvania",83.3,20.2,55809,41,65.5,112
"Potter County, Pennsylvania",70.9,10.6,17497,40.8,65.5,112
"Schuylkill County, Pennsylvania",71.7,12.5,141359,43.7,65.5,112
"Snyder County, Pennsylvania",72.3,14.1,40372,44.4,65.5,112
"Somerset County, Pennsylvania",68.8,12.6,73447,40.8,65.5,112
"Sullivan County, Pennsylvania",74.6,14.1,6351,39.5,65.5,112
"Susquehanna County, Pennsylvania",76.7,14.4,40328,41.2,65.5,112
"Tioga County, Pennsylvania",73.7,14.2,40591,40.6,65.5,112
"Union County, Pennsylvania",73.1,17.3,44923,43.6,65.5,112
"Venango County, Pennsylvania",71.1,14.4,50668,41.3,65.5,112
"Warren County, Pennsylvania",73.7,14.4,39191,41,65.5,112
"Washington County, Pennsylvania",75.1,22.1,206865,44.2,65.5,112
"Wayne County, Pennsylvania",75.3,15.8,51361,41.2,65.5,112
"Westmoreland County, Pennsylvania",76.1,22.6,348899,44.2,65.5,112
"Wyoming County, Pennsylvania",75.7,14.4,28003,41.8,65.5,112
"York County, Pennsylvania",77,17.5,449058,46.2,65.5,112
"Bristol County, Rhode Island",82.1,33.3,50793,47.8,67.5,4
"Kent County, Rhode Island",81.6,23.4,170363,46.3,67.5,4
"Newport County, Rhode Island",84.2,35.5,85643,48,67.5,4
"Providence County, Rhode Island",74.1,20.1,660741,46,67.5,4
"Washington County, Rhode Island",86.3,30.8,129839,47,67.5,4
"Abbeville County, South Carolina",60.8,13,24295,55.8,67.5,35
"Aiken County, South Carolina",72.7,19.7,168808,57.2,67.5,35
"Allendale County, South Carolina",46.3,8,8039,58.5,67.5,35
"Anderson County, South Carolina",71.5,16.3,203718,55,67.5,35
"Bamberg County, South Carolina",60.9,12.9,13311,57.9,67.5,35
"Barnwell County, South Carolina",56.9,10.1,20589,57.8,67.5,35
"Beaufort County, South Carolina",82.9,30.9,187117,62,67.5,35
"Berkeley County, South Carolina",78,16.4,229861,59.7,67.5,35
"Calhoun County, South Carolina",63.2,14.3,14119,58,67.5,35
"Charleston County, South Carolina",78.9,32.4,408235,61.2,67.5,35
"Cherokee County, South Carolina",62.6,9.9,56216,53,67.5,35
"Chester County, South Carolina",64,9.6,32294,54.4,67.5,35
"Chesterfield County, South Carolina",61.7,9.1,43273,56.3,67.5,35
"Clarendon County, South Carolina",63.4,12.4,31144,58.3,67.5,35
"Colleton County, South Carolina",61.8,11.1,38604,59.4,67.5,35
"Darlington County, South Carolina",59.7,12.9,62905,57.2,67.5,35
"Dillon County, South Carolina",49.3,9.3,28292,57.8,67.5,35
"Dorchester County, South Carolina",81.5,19,161540,54.4,67.5,35
"Edgefield County, South Carolina",65.3,13.8,25657,56.6,67.5,35
"Fairfield County, South Carolina",69.4,13.8,20948,55.1,67.5,35
"Florence County, South Carolina",67.4,16.5,137059,58,67.5,35
"Georgetown County, South Carolina",75.5,21.8,63404,59.2,67.5,35
"Greenville County, South Carolina",78.2,24.4,525534,52.8,67.5,35
"Greenwood County, South Carolina",64.1,16.7,69351,55.3,67.5,35
"Hampton County, South Carolina",55.8,8.2,18561,59.3,67.5,35
"Horry County, South Carolina",76.4,17.7,351029,58.6,67.5,35
"Jasper County, South Carolina",62.8,15.6,28791,60.8,67.5,35
"Kershaw County, South Carolina",76.3,14.8,65403,56.1,67.5,35
"Lancaster County, South Carolina",75.3,20.4,96016,54.9,67.5,35
"Laurens County, South Carolina",63.6,11.8,67539,54.3,67.5,35
"Lee County, South Carolina",55.6,10.8,16531,57.1,67.5,35
"Lexington County, South Carolina",77.8,21.4,293991,56.2,67.5,35
"McCormick County, South Carolina",63.2,17.3,9526,56.3,67.5,35
"Marion County, South Carolina",45.8,9.5,29183,58.3,67.5,35
"Marlboro County, South Carolina",48.1,5.4,26667,57.4,67.5,35
"Newberry County, South Carolina",62.1,13.4,37719,54.8,67.5,35
"Oconee County, South Carolina",69.2,19.8,78607,52.2,67.5,35
"Orangeburg County, South Carolina",60.6,13.7,84223,58.2,67.5,35
"Pickens County, South Carolina",73.4,16.2,131404,52.4,67.5,35
"Richland County, South Carolina",78.3,24.6,416147,56.8,67.5,35
"Saluda County, South Carolina",62,13.9,18862,55.4,67.5,35
"Spartanburg County, South Carolina",72.5,16.1,327997,53.3,67.5,35
"Sumter County, South Carolina",68.2,13.9,105556,57.7,67.5,35
"Union County, South Carolina",54.9,9.6,27244,54.1,67.5,35
"Williamsburg County, South Carolina",52.8,10.2,31026,58.4,67.5,35
"York County, South Carolina",80.1,22.1,282090,53.9,67.5,35
"Aurora County, South Dakota",69.3,13.3,2747,31.6,68,6
"Beadle County, South Dakota",66.1,15.1,19149,30.1,68,6
"Bennett County, South Dakota",68.9,12.4,3381,29.1,68,6
"Bon Homme County, South Dakota",72.5,14.7,7003,33.3,68,6
"Brookings County, South Dakota",80.3,23.2,34375,31.2,68,6
"Brown County, South Dakota",77.3,21.3,38301,26.8,68,6
"Brule County, South Dakota",73,17.7,5247,31.7,68,6
"Buffalo County, South Dakota",43.1,4.3,1948,30.4,68,6
"Butte County, South Dakota",76.1,14.7,10243,28.5,68,6
"Campbell County, South Dakota",69.4,22.7,1377,25.2,68,6
"Charles Mix County, South Dakota",67.5,12.5,9373,33.2,68,6
"Clark County, South Dakota",79.3,12.2,3837,28.3,68,6
"Clay County, South Dakota",83.6,23.2,14967,32.9,68,6
"Codington County, South Dakota",73.9,13.6,28325,28.1,68,6
"Corson County, South Dakota",63.2,9.4,3902,25.4,68,6
"Custer County, South Dakota",77.1,19.6,8318,29.3,68,6
"Davison County, South Dakota",72.8,17.6,19956,32.4,68,6
"Day County, South Dakota",68.4,16.1,5449,26.6,68,6
"Deuel County, South Dakota",72.7,15.9,4295,30.3,68,6
"Dewey County, South Dakota",57.3,10.3,5239,26.7,68,6
"Douglas County, South Dakota",67.9,12.7,2835,32.5,68,6
"Edmunds County, South Dakota",81,17.1,3986,26.3,68,6
"Fall River County, South Dakota",71.5,14.8,6973,30.6,68,6
"Faulk County, South Dakota",72,22.8,2125,27.4,68,6
"Grant County, South Dakota",72.5,14.7,7556,29.7,68,6
"Gregory County, South Dakota",65.5,15.8,3994,33.3,68,6
"Haakon County, South Dakota",60.4,11.4,1872,29.1,68,6
"Hamlin County, South Dakota",72.5,13.1,6164,29.2,68,6
"Hand County, South Dakota",75.8,15.3,3145,28.9,68,6
"Hanson County, South Dakota",81.3,9.9,3461,32.7,68,6
"Harding County, South Dakota",83.1,16.2,1311,26,68,6
"Hughes County, South Dakota",79,25.1,17765,29.9,68,6
"Hutchinson County, South Dakota",69.5,15.5,7427,33,68,6
"Hyde County, South Dakota",78.7,19.5,1262,28.1,68,6
"Jackson County, South Dakota",52,10.4,2806,30,68,6
"Jerauld County, South Dakota",71.9,19.4,1663,30.6,68,6
"Jones County, South Dakota",75.9,20.3,917,31.4,68,6
"Kingsbury County, South Dakota",76.9,15.7,5187,30,68,6
"Lake County, South Dakota",82.8,26.2,11059,31.8,68,6
"Lawrence County, South Dakota",79.9,24.4,25768,26.6,68,6
"Lincoln County, South Dakota",88.1,21.4,65161,33.1,68,6
"Lyman County, South Dakota",64.8,14.9,3718,31.7,68,6
"McCook County, South Dakota",77.7,15.8,5682,32.6,68,6
"McPherson County, South Dakota",65.2,16.1,2411,25,68,6
"Marshall County, South Dakota",77.3,20.6,4306,25.9,68,6
"Meade County, South Dakota",79.4,16.4,29852,28.8,68,6
"Mellette County, South Dakota",54.4,9.1,1918,31.7,68,6
"Miner County, South Dakota",71.9,13.5,2298,31.5,68,6
"Minnehaha County, South Dakota",79.9,21.5,197214,33,68,6
"Moody County, South Dakota",73.5,17.7,6336,32.3,68,6
"Oglala Lakota County, South Dakota",46.7,6,13672,30.3,68,6
"Pennington County, South Dakota",79.6,22.4,109222,28.7,68,6
"Perkins County, South Dakota",81.4,15.3,2835,25.3,68,6
"Potter County, South Dakota",76.1,15.3,2472,26.7,68,6
"Roberts County, South Dakota",64.7,10.7,10280,28.7,68,6
"Sanborn County, South Dakota",68,13.6,2330,31.5,68,6
"Spink County, South Dakota",75.4,18.4,6361,28.7,68,6
"Stanley County, South Dakota",79.6,21.6,2980,29.9,68,6
"Sully County, South Dakota",76.5,14.8,1446,28.4,68,6
"Todd County, South Dakota",43.2,7.3,9319,31,68,6
"Tripp County, South Dakota",73.9,13.9,5624,32.6,68,6
"Turner County, South Dakota",73.1,17.5,8673,33.1,68,6
"Union County, South Dakota",80,19.5,16811,33,68,6
"Walworth County, South Dakota",64.9,15.4,5315,26.1,68,6
"Yankton County, South Dakota",76.9,18.2,23310,33,68,6
"Ziebach County, South Dakota",58.1,10.9,2413,27,68,6
"Anderson County, Tennessee",72.6,16.2,76978,48.9,68.5,39
"Bedford County, Tennessee",66.4,11.9,49713,50.1,68.5,39
"Benton County, Tennessee",64.3,9.3,16290,48.6,68.5,39
"Bledsoe County, Tennessee",63.3,10.5,12841,49.2,68.5,39
"Blount County, Tennessee",74.7,17.5,133088,50.2,68.5,39
"Bradley County, Tennessee",73,15.9,108110,51.3,68.5,39
"Campbell County, Tennessee",59.9,9.3,39842,46,68.5,39
"Cannon County, Tennessee",68,12.2,13775,50.2,68.5,39
"Carroll County, Tennessee",61.5,12.7,28513,48.5,68.5,39
"Carter County, Tennessee",62.9,13.8,56391,46.9,68.5,39
"Cheatham County, Tennessee",73.1,14.4,40667,49.3,68.5,39
"Chester County, Tennessee",58.3,10.4,17321,49.4,68.5,39
"Claiborne County, Tennessee",54.5,12.6,31560,47.5,68.5,39
"Clay County, Tennessee",58.9,9.3,7774,49.6,68.5,39
"Cocke County, Tennessee",53.3,8.3,35479,50,68.5,39
"Coffee County, Tennessee",67.8,14.3,56520,49.4,68.5,39
"Crockett County, Tennessee",59.8,10.2,14591,49.3,68.5,39
"Cumberland County, Tennessee",74.8,13.3,60520,47.4,68.5,39
"Davidson County, Tennessee",80.2,29.9,694144,50.2,68.5,39
"Decatur County, Tennessee",62,10.4,11661,48.7,68.5,39
"DeKalb County, Tennessee",62.4,14.2,19164,50,68.5,39
"Dickson County, Tennessee",71.6,11.8,53948,48.3,68.5,39
"Dyer County, Tennessee",66.6,12.6,37159,49.3,68.5,39
"Fayette County, Tennessee",70.9,16.4,41133,49.8,68.5,39
"Fentress County, Tennessee",59.3,12.3,17909,46.5,68.5,39
"Franklin County, Tennessee",66,14.2,42208,49.4,68.5,39
"Gibson County, Tennessee",65.6,12.2,49133,48.6,68.5,39
"Giles County, Tennessee",63.2,12.9,28746,48.2,68.5,39
"Grainger County, Tennessee",60.7,9.6,22702,49.6,68.5,39
"Greene County, Tennessee",61.4,11.6,69069,50.1,68.5,39
"Grundy County, Tennessee",59.1,9.3,13498,47.9,68.5,39
"Hamblen County, Tennessee",64.8,12.3,64934,50.6,68.5,39
"Hamilton County, Tennessee",74.6,23.3,367804,51,68.5,39
"Hancock County, Tennessee",49.5,7.6,6679,48.6,68.5,39
"Hardeman County, Tennessee",51.1,7.3,26306,49.5,68.5,39
"Hardin County, Tennessee",61.6,11.8,26034,49.2,68.5,39
"Hawkins County, Tennessee",63.1,12.1,56786,49.6,68.5,39
"Haywood County, Tennessee",53.3,7.6,18224,49.6,68.5,39
"Henderson County, Tennessee",59,9.4,28048,48.9,68.5,39
"Henry County, Tennessee",63.8,12.8,32210,47.9,68.5,39
"Hickman County, Tennessee",61,6.9,24267,47.6,68.5,39
"Houston County, Tennessee",55.9,9.4,8292,48.2,68.5,39
"Humphreys County, Tennessee",67.4,10.5,18243,48.2,68.5,39
"Jackson County, Tennessee",56.5,8.9,11517,50.1,68.5,39
"Jefferson County, Tennessee",66.6,12.5,54495,50.7,68.5,39
"Johnson County, Tennessee",60.3,9,17977,44.7,68.5,39
"Knox County, Tennessee",78.5,25.8,470313,50.5,68.5,39
"Lake County, Tennessee",49.7,7.4,7731,48.8,68.5,39
"Lauderdale County, Tennessee",57.2,6.1,27795,50.1,68.5,39
"Lawrence County, Tennessee",62.9,9.3,44142,47.6,68.5,39
"Lewis County, Tennessee",55.4,7.2,11961,46.8,68.5,39
"Lincoln County, Tennessee",63.7,13.7,33633,49.8,68.5,39
"Loudon County, Tennessee",73.1,19.7,54068,51.1,68.5,39
"McMinn County, Tennessee",63.3,12,53794,51.1,68.5,39
"McNairy County, Tennessee",59.2,9.2,26140,49.7,68.5,39
"Macon County, Tennessee",59.1,6.4,22701,49,68.5,39
"Madison County, Tennessee",69.9,17.3,97984,49.4,68.5,39
"Marion County, Tennessee",65,9,28374,49.5,68.5,39
"Marshall County, Tennessee",69.9,12.2,31130,49.2,68.5,39
"Maury County, Tennessee",78.7,16.3,96387,47.8,68.5,39
"Meigs County, Tennessee",57.6,7.8,11649,50.9,68.5,39
"Monroe County, Tennessee",62.8,10.9,46545,50.3,68.5,39
"Montgomery County, Tennessee",82.1,17.9,208993,48.4,68.5,39
"Moore County, Tennessee",60.9,14.4,6301,49.9,68.5,39
"Morgan County, Tennessee",61.1,8.1,21915,47.4,68.5,39
"Obion County, Tennessee",59.7,10.6,31131,47.6,68.5,39
"Overton County, Tennessee",61.2,8.9,22075,48.9,68.5,39
"Perry County, Tennessee",54.9,6.1,7869,47.9,68.5,39
"Pickett County, Tennessee",61.6,10.2,5090,47.8,68.5,39
"Polk County, Tennessee",59.3,9.4,16690,50.7,68.5,39
"Putnam County, Tennessee",75.3,16.8,80245,49.4,68.5,39
"Rhea County, Tennessee",65.7,11.5,32513,50.1,68.5,39
"Roane County, Tennessee",69.7,14.1,53382,50.4,68.5,39
"Robertson County, Tennessee",71.7,13.8,71813,49.1,68.5,39
"Rutherford County, Tennessee",83.1,20.1,332285,50.9,68.5,39
"Scott County, Tennessee",53.3,6.3,22015,45.4,68.5,39
"Sequatchie County, Tennessee",69.2,10.9,14681,49.1,68.5,39
"Sevier County, Tennessee",71.5,13.1,98250,48.7,68.5,39
"Shelby County, Tennessee",69,21.3,937166,50.4,68.5,39
"Smith County, Tennessee",69.9,12.5,19074,50.3,68.5,39
"Stewart County, Tennessee",63.1,13.2,13362,47.9,68.5,39
"Sullivan County, Tennessee",72,17.8,158348,49,68.5,39
"Sumner County, Tennessee",79,19.3,191283,49.4,68.5,39
"Tipton County, Tennessee",69,11.4,61599,50.2,68.5,39
"Trousdale County, Tennessee",58.3,11.5,7828,49.9,68.5,39
"Unicoi County, Tennessee",68.2,12.3,18082,47.4,68.5,39
"Union County, Tennessee",59,8.1,19102,48.5,68.5,39
"Van Buren County, Tennessee",63.7,6.6,5583,48.5,68.5,39
"Warren County, Tennessee",63.8,9.3,41277,49.2,68.5,39
"Washington County, Tennessee",74.4,22.2,129375,49.8,68.5,39
"Wayne County, Tennessee",56.4,7.9,16939,47.9,68.5,39
"Weakley County, Tennessee",63.7,12.4,34450,47.6,68.5,39
"White County, Tennessee",64.5,9.3,26244,48.9,68.5,39
"Williamson County, Tennessee",92.3,38.5,238412,48.9,68.5,39
"Wilson County, Tennessee",82.4,23.2,144657,50.6,68.5,39
"Anderson County, Texas",65.6,8.3,57735,54.9,65.5,374
"Andrews County, Texas",69.8,9.7,16799,50,65.5,374
"Angelina County, Texas",71.1,12,86715,57.5,65.5,374
"Aransas County, Texas",76.8,16.9,24356,62.8,65.5,374
"Archer County, Texas",69.5,15.9,8681,51.8,65.5,374
"Armstrong County, Texas",76.8,17.7,1949,45.6,65.5,374
"Atascosa County, Texas",62.8,9.6,51153,60.7,65.5,374
"Austin County, Texas",71.9,16.2,28847,60.2,65.5,374
"Bailey County, Texas",61.1,10,7114,44.6,65.5,374
"Bandera County, Texas",78.3,19,20601,57.5,65.5,374
"Bastrop County, Texas",74.1,13.9,88723,58.2,65.5,374
"Baylor County, Texas",69.5,14.7,3614,52.6,65.5,374
"Bee County, Texas",64.2,7.3,32799,62,65.5,374
"Bell County, Texas",80.9,15.1,362924,54.7,65.5,374
"Bexar County, Texas",75,18,2003554,60,65.5,374
"Blanco County, Texas",76.6,23.4,10723,56,65.5,374
"Borden County, Texas",83.4,30.8,637,50.6,65.5,374
"Bosque County, Texas",67.9,13.7,17855,55.3,65.5,374
"Bowie County, Texas",65.4,14.9,93245,53.2,65.5,374
"Brazoria County, Texas",81.7,20,374264,62.4,65.5,374
"Brazos County, Texas",82.4,22,229211,57.8,65.5,374
"Brewster County, Texas",63.5,30.1,9286,53.3,65.5,374
"Briscoe County, Texas",60.4,11.6,1537,46.9,65.5,374
"Brooks County, Texas",32.1,10.1,7237,64.2,65.5,374
"Brown County, Texas",67.1,13.9,37864,54.4,65.5,374
"Burleson County, Texas",62.9,15.7,17169,57.8,65.5,374
"Burnet County, Texas",78.9,18.7,48155,55,65.5,374
"Caldwell County, Texas",60.4,9.4,43664,59,65.5,374
"Calhoun County, Texas",70.2,11.5,21806,62.8,65.5,374
"Callahan County, Texas",70,16.6,13525,52.3,65.5,374
"Cameron County, Texas",57.3,10.7,423163,67.5,65.5,374
"Camp County, Texas",62.6,14.9,12413,52.9,65.5,374
"Carson County, Texas",75.2,19.1,6010,44.1,65.5,374
"Cass County, Texas",58,12.7,30331,53.4,65.5,374
"Castro County, Texas",51,9.6,8030,43.9,65.5,374
"Chambers County, Texas",78.6,16.5,36812,61.5,65.5,374
"Cherokee County, Texas",64.8,11.3,52646,55,65.5,374
"Childress County, Texas",68.4,13.9,7095,48.3,65.5,374
"Clay County, Texas",74.1,17.2,10473,50.8,65.5,374
"Cochran County, Texas",47.9,5.1,3016,45.2,65.5,374
"Coke County, Texas",61.5,17.1,3210,52.3,65.5,374
"Coleman County, Texas",65.8,11.9,8543,53.9,65.5,374
"Collin County, Texas",91.5,34.1,1034730,53.6,65.5,374
"Collingsworth County, Texas",58,13.7,3099,46.7,65.5,374
"Colorado County, Texas",62.1,13.2,20752,61.1,65.5,374
"Comal County, Texas",86.8,25.2,156209,58.4,65.5,374
"Comanche County, Texas",70.2,14.3,13623,54.2,65.5,374
"Concho County, Texas",70.5,7.8,4043,53.2,65.5,374
"Cooke County, Texas",67.7,14.5,41257,51.4,65.5,374
"Coryell County, Texas",78.8,10.7,75951,54.4,65.5,374
"Cottle County, Texas",61.9,13.8,1452,49.6,65.5,374
"Crane County, Texas",52.3,8,4773,53.4,65.5,374
"Crockett County, Texas",67.6,6.3,3807,53.5,65.5,374
"Crosby County, Texas",63.6,9.3,5991,47.6,65.5,374
"Culberson County, Texas",34.4,10.2,2277,49.6,65.5,374
"Dallam County, Texas",73,10.6,7057,39.5,65.5,374
"Dallas County, Texas",75.7,20.8,2635516,54.3,65.5,374
"Dawson County, Texas",49.6,8.5,13810,49,65.5,374
"Deaf Smith County, Texas",58.7,6.9,19177,43.2,65.5,374
"Delta County, Texas",64.7,14.9,5238,53,65.5,374
"Denton County, Texas",89.7,29.4,887207,53.1,65.5,374
"DeWitt County, Texas",61.7,8.5,20503,61.4,65.5,374
"Dickens County, Texas",70.5,13.2,2291,49.7,65.5,374
"Dimmit County, Texas",61.6,8.8,10897,60.8,65.5,374
"Donley County, Texas",62.3,11.3,3522,46.4,65.5,374
"Duval County, Texas",47.3,5.6,11640,61.6,65.5,374
"Eastland County, Texas",66.4,13.2,18245,52.9,65.5,374
"Ector County, Texas",65.1,9.7,166223,51.8,65.5,374
"Edwards County, Texas",58.1,12.6,1884,55.8,65.5,374
"Ellis County, Texas",80.8,15.8,184826,55.1,65.5,374
"El Paso County, Texas",70.7,14.7,839238,51.5,65.5,374
"Erath County, Texas",76.8,19,42698,54.6,65.5,374
"Falls County, Texas",59.3,8.7,17493,55.8,65.5,374
"Fannin County, Texas",68.6,13.1,33659,52.7,65.5,374
"Fayette County, Texas",66.3,16.6,24821,60.3,65.5,374
"Fisher County, Texas",62.4,14.4,3856,51.4,65.5,374
"Floyd County, Texas",60.5,9.5,6230,46.3,65.5,374
"Foard County, Texas",65.4,8.8,1277,51.3,65.5,374
"Fort Bend County, Texas",90.5,29.1,811688,61.4,65.5,374
"Franklin County, Texas",76.2,21.1,10660,52.8,65.5,374
"Freestone County, Texas",64.1,10.4,19646,55.8,65.5,374
"Frio County, Texas",48.2,5.7,18065,60.7,65.5,374
